"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","NotWorkingYears","YearsAtOtherCompanies","HazardRatio_CoxPH","Hazard_RSF_Current","Hazard_RSF_0","Hazard_RSF_1","Hazard_RSF_2","Hazard_RSF_3","Hazard_RSF_4","Hazard_RSF_5","Hazard_RSF_in_5_Years","Hazard_RSF_6"
58,FALSE,"Non-Travel",350,"Sales",2,3,"Medical",1,1824,2,"Male",52,3,4,"Manager",2,"Divorced",16291,22577,4,TRUE,FALSE,22,4,4,80,1,37,0,2,16,9,14,14,21,21,0.287912433444168,0,0,0,0,0,0,0,0,0
35,FALSE,"Travel_Rarely",185,"Research & Development",23,4,"Medical",1,1826,2,"Male",91,1,1,"Laboratory Technician",3,"Married",2705,9696,0,TRUE,FALSE,16,3,2,80,1,6,2,4,5,4,0,3,29,1,6.35956746097491,0.0029739010989011,0.0029739010989011,0.0029739010989011,0.0256618562596823,0.0386298667516059,0.0518520889738281,0.0573511120096158,0.0573511120096158,0.0634536761121799
47,FALSE,"Travel_Rarely",1001,"Research & Development",4,3,"Life Sciences",1,1827,3,"Female",92,2,3,"Manufacturing Director",2,"Divorced",10333,19271,8,TRUE,TRUE,12,3,3,80,1,28,4,3,22,11,14,10,19,6,2.81976970172129,0.000526315789473684,0.000526315789473684,0.000526315789473684,0.00159865660319381,0.00249903974495626,0.0108650223490968,0.0129110581547234,0.0129110581547234,0.018840285044628
40,FALSE,"Travel_Rarely",750,"Research & Development",12,3,"Life Sciences",1,1829,2,"Female",47,3,2,"Healthcare Representative",1,"Divorced",4448,10748,2,TRUE,FALSE,12,3,2,80,1,15,3,3,7,4,7,7,25,8,0.972508955468153,0,0,0,0.0115813680659589,0.0159995859591768,0.0230797319763937,0.0250559224525842,0.0250559224525842,0.0276029309995927
54,FALSE,"Travel_Rarely",431,"Research & Development",7,4,"Medical",1,1830,4,"Female",68,3,2,"Research Scientist",4,"Married",6854,15696,4,TRUE,FALSE,15,3,2,80,1,14,2,2,7,1,1,7,40,7,3.33993466752718,0,0,0,0.00266666666666667,0.00388461538461538,0.00388461538461538,0.00846579048970353,0.00846579048970353,0.00846579048970353
31,FALSE,"Travel_Frequently",1125,"Sales",7,4,"Marketing",1,1833,1,"Female",68,3,3,"Sales Executive",1,"Married",9637,8277,2,TRUE,FALSE,14,3,4,80,2,9,3,3,3,2,2,2,22,6,2.52764968198292,0.00208396178984414,0.00208396178984414,0.00208396178984414,0.029071259340972,0.0360150702804352,0.0404714749868399,0.0502831099319887,0.0502831099319887,0.0528570447690815
28,FALSE,"Travel_Rarely",1217,"Research & Development",1,3,"Medical",1,1834,3,"Female",67,3,1,"Research Scientist",1,"Married",3591,12719,1,TRUE,FALSE,25,4,3,80,1,3,3,3,3,2,1,2,25,0,3.33993466752718,0.00101010101010101,0.00101010101010101,0.00101010101010101,0.00192107409498714,0.0080597104586235,0.0080597104586235,0.0123499151369861,0.0123499151369861,0.0226026623897333
38,FALSE,"Travel_Rarely",723,"Sales",2,4,"Marketing",1,1835,2,"Female",77,1,2,"Sales Representative",4,"Married",5405,4244,2,TRUE,TRUE,20,4,1,80,2,20,4,2,4,2,0,3,18,16,34.6827046705652,0.000990338164251208,0.000990338164251208,0.000990338164251208,0.0295871805281012,0.060380659952537,0.0801504261340679,0.0939037169889034,0.0939037169889034,0.102213035723145
26,FALSE,"Travel_Rarely",572,"Sales",10,3,"Medical",1,1836,3,"Male",46,3,2,"Sales Executive",4,"Single",4684,9125,1,TRUE,FALSE,13,3,1,80,0,5,4,3,5,3,1,2,21,0,6.43556510954931,0.000821018062397373,0.000821018062397373,0.000821018062397373,0.000821018062397373,0.0190347461700969,0.0219933053834515,0.0264699966660252,0.0264699966660252,0.0288311077771363
58,FALSE,"Travel_Frequently",1216,"Research & Development",15,4,"Life Sciences",1,1837,1,"Male",87,3,4,"Research Director",3,"Married",15787,21624,2,TRUE,TRUE,14,3,2,80,0,23,3,3,2,2,2,2,35,21,0.634961434978307,0.00413976183999067,0.00413976183999067,0.00413976183999067,0.0371779058467644,0.045052066314107,0.0463399451019858,0.049359786371827,0.049359786371827,0.0701550301287581
18,FALSE,"Non-Travel",1431,"Research & Development",14,3,"Medical",1,1839,2,"Female",33,3,1,"Research Scientist",3,"Single",1514,8018,1,TRUE,FALSE,16,3,3,80,0,0,4,1,0,0,0,0,18,0,7.4204632142243,0.0852983252777942,0.0852983252777943,0.0852983252777943,0.424801503094504,0.447043675954324,0.455257711918359,0.478830583491231,0.478830583491231,0.604727408888056
31,TRUE,"Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1,1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,TRUE,FALSE,17,3,3,80,0,2,4,3,1,0,0,0,29,1,7.12862579205799,0.0066754787490562,0.0066754787490562,0.0066754787490562,0.145075586104571,0.186638405880778,0.207089163456535,0.239648146140518,0.239648146140518,0.315677921920294
29,TRUE,"Travel_Rarely",350,"Human Resources",13,3,"Human Resources",1,1844,1,"Male",56,2,1,"Human Resources",1,"Divorced",2335,3157,4,TRUE,TRUE,15,3,4,80,3,4,3,3,2,2,2,0,25,2,12.1493434151992,0.0246258488989825,0.0246258488989825,0.0246258488989825,0.178813560341656,0.308374016170358,0.479905838063635,0.538570057014619,0.538570057014619,0.813674535869098
36,FALSE,"Travel_Rarely",430,"Research & Development",2,4,"Other",1,1847,4,"Female",73,3,2,"Research Scientist",2,"Married",6962,19573,4,TRUE,TRUE,22,4,4,80,1,15,2,3,1,0,0,0,21,14,10.1504792325033,0,0,0,0.00190905316572483,0.00336033521700688,0.00653097641156112,0.0141570013864217,0.0141570013864217,0.0159248585292789
43,FALSE,"Travel_Frequently",1422,"Sales",2,4,"Life Sciences",1,1849,1,"Male",92,3,2,"Sales Executive",4,"Married",5675,19246,1,TRUE,FALSE,20,4,3,80,1,7,5,3,7,7,7,7,36,0,2.89663413104851,0.00197990157990158,0.00197990157990158,0.00197990157990158,0.0218806384694688,0.0324289908777183,0.0379772938819036,0.0448351331100989,0.0448351331100989,0.0462160854910513
27,FALSE,"Travel_Frequently",1297,"Research & Development",5,2,"Life Sciences",1,1850,4,"Female",53,3,1,"Laboratory Technician",4,"Single",2379,19826,0,TRUE,TRUE,14,3,3,80,0,6,3,2,5,4,0,2,21,1,42.9407078020224,0.0543411410879729,0.0543411410879729,0.0543411410879729,0.30166439283057,0.426115082402138,0.618913834003134,0.777656809981404,0.777656809981404,1.10599844057303
29,FALSE,"Travel_Frequently",574,"Research & Development",20,1,"Medical",1,1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",3812,7003,1,TRUE,FALSE,13,3,2,80,0,11,3,4,11,8,3,10,18,0,7.28793246052755,0.00769257194710915,0.00769257194710915,0.00769257194710915,0.0500665495518917,0.0890576071444838,0.100118064660824,0.105277155569915,0.105277155569915,0.230674829791118
46,FALSE,"Travel_Rarely",706,"Research & Development",2,2,"Life Sciences",1,1857,4,"Male",82,3,3,"Manufacturing Director",4,"Divorced",8578,19989,3,TRUE,FALSE,14,3,3,80,1,12,4,2,9,8,4,7,34,3,0.927822851069378,0,0,0,0.00127747252747253,0.00127747252747253,0.00127747252747253,0.00206208791208791,0.00206208791208791,0.0025884037015616
28,FALSE,"Non-Travel",280,"Human Resources",1,2,"Life Sciences",1,1858,3,"Male",43,3,1,"Human Resources",4,"Divorced",2706,10494,1,TRUE,FALSE,15,3,2,80,1,3,2,3,3,2,2,2,25,0,5.24998127055146,0.00165536889674821,0.00165536889674821,0.00165536889674821,0.0333036802803537,0.0473406049054362,0.0554282672430986,0.0682596164494478,0.0682596164494478,0.0753429497827811
42,FALSE,"Travel_Rarely",1142,"Research & Development",8,3,"Life Sciences",1,1860,4,"Male",81,3,1,"Laboratory Technician",3,"Single",3968,13624,4,TRUE,FALSE,13,3,4,80,0,8,3,3,0,0,0,0,34,8,14.1292992528747,0.00390179050632771,0.00390179050632771,0.00390179050632771,0.0231039628632181,0.108117582644074,0.120372484604859,0.124364908847283,0.124364908847283,0.215056483612387
32,TRUE,"Travel_Rarely",414,"Sales",2,4,"Marketing",1,1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,TRUE,TRUE,12,3,3,80,0,7,3,2,2,2,2,2,25,5,19.5584873647446,0.0282284060876218,0.0282284060876218,0.0282284060876218,0.0515194211027787,0.129976077827178,0.137621984698085,0.15798059946877,0.15798059946877,0.193050916548678
46,FALSE,"Travel_Rarely",1319,"Sales",3,3,"Technical Degree",1,1863,1,"Female",45,4,4,"Sales Executive",1,"Divorced",13225,7739,2,TRUE,FALSE,12,3,4,80,1,25,5,3,19,17,2,8,21,6,2.44468180820988,0.000740740740740741,0.000740740740740741,0.000740740740740741,0.013342817583597,0.0162693876319061,0.0212849553974739,0.0250030639859385,0.0250030639859385,0.0269103321563646
27,FALSE,"Travel_Rarely",728,"Sales",23,1,"Medical",1,1864,2,"Female",36,2,2,"Sales Representative",3,"Married",3540,7018,1,TRUE,FALSE,21,4,4,80,1,9,5,3,9,8,5,8,18,0,13.0779942822721,0,0,0,0.0461981768018852,0.0556408068113816,0.0689590806428133,0.0920437868573149,0.0920437868573149,0.0969882313017594
29,FALSE,"Travel_Rarely",352,"Human Resources",6,1,"Medical",1,1865,4,"Male",87,2,1,"Human Resources",2,"Married",2804,15434,1,TRUE,FALSE,11,3,4,80,0,1,3,3,1,0,0,0,28,0,7.12862579205799,0.00706009413367159,0.00706009413367159,0.00706009413367159,0.134204142790404,0.175667145716793,0.196117903292551,0.212426885976534,0.212426885976534,0.282113907288555
48,FALSE,"Travel_Rarely",1224,"Research & Development",10,3,"Life Sciences",1,1867,4,"Male",91,2,5,"Research Director",2,"Married",19665,13583,4,TRUE,FALSE,12,3,4,80,0,29,3,3,22,10,12,9,19,7,0.208929023019521,0,0,0,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.000588235294117647,0.0125453615012439
29,TRUE,"Travel_Frequently",459,"Research & Development",24,2,"Life Sciences",1,1868,4,"Male",73,2,1,"Research Scientist",4,"Single",2439,14753,1,TRUE,TRUE,24,4,2,80,0,1,3,2,1,0,1,0,28,0,22.5517159014684,0.0421434043128588,0.0421434043128588,0.0421434043128588,0.198730107467227,0.281950215322609,0.378807076297891,0.493252294478403,0.493252294478403,0.778280433006541
46,TRUE,"Travel_Rarely",1254,"Sales",10,3,"Life Sciences",1,1869,3,"Female",64,3,3,"Sales Executive",2,"Married",7314,14011,5,TRUE,FALSE,21,4,3,80,3,14,2,3,8,7,0,7,32,6,2.20566789790455,0,0,0,0.029544879918793,0.0468651698500669,0.0576391498111178,0.0592048063767743,0.0592048063767743,0.0646175047894728
27,FALSE,"Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female",77,2,1,"Research Scientist",1,"Married",4774,23844,0,TRUE,FALSE,19,3,4,80,1,8,2,2,7,6,7,3,19,1,3.33993466752718,0.000454545454545455,0.000454545454545455,0.000454545454545455,0.00366252708644013,0.0427631501008974,0.0439144658903711,0.0464798537189169,0.0464798537189169,0.0750339009788465
39,FALSE,"Travel_Rarely",835,"Research & Development",19,4,"Other",1,1871,4,"Male",41,3,2,"Research Scientist",4,"Divorced",3902,5141,8,TRUE,FALSE,14,3,2,80,3,7,2,3,2,2,2,2,32,5,2.14641229542427,0,0,0,0.00962492487383792,0.0144253180352151,0.0196522894492574,0.0206245116714796,0.0206245116714796,0.0227673688143368
55,FALSE,"Travel_Rarely",836,"Research & Development",2,4,"Technical Degree",1,1873,2,"Male",98,2,1,"Research Scientist",4,"Married",2662,7975,8,TRUE,FALSE,20,4,2,80,1,19,2,4,5,2,0,4,36,14,3.33993466752718,0.00258928571428571,0.00258928571428571,0.00258928571428571,0.0235716366966367,0.0295183240672371,0.0437405462894593,0.0437405462894593,0.0437405462894593,0.0470738796227927
30,TRUE,"Travel_Rarely",945,"Sales",9,3,"Medical",1,1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,TRUE,FALSE,13,3,3,80,0,1,3,2,1,0,0,0,29,0,29.0558903534739,0.0676796231990783,0.0676796231990783,0.0676796231990783,0.616222259133486,0.644763229987538,0.670515366739675,0.684539176263484,0.684539176263484,0.769134414358722
36,FALSE,"Travel_Rarely",1266,"Sales",10,4,"Technical Degree",1,1880,2,"Female",63,2,2,"Sales Executive",3,"Married",5673,6060,1,TRUE,TRUE,13,3,1,80,1,10,4,3,10,9,1,7,26,0,8.80323345161028,0.00439764756128853,0.00439764756128853,0.00439764756128853,0.0176703457733729,0.0935583512705654,0.116496507956165,0.163543724604848,0.163543724604848,0.177538516362798
31,FALSE,"Travel_Rarely",311,"Research & Development",20,3,"Life Sciences",1,1881,2,"Male",89,3,2,"Laboratory Technician",3,"Divorced",4197,18624,1,TRUE,FALSE,11,3,1,80,1,10,2,3,10,8,0,2,21,0,5.36730500869338,0,0,0,0.0169010419319243,0.0218270159578983,0.0267047810227343,0.0291368898346385,0.0291368898346385,0.0299061206038693
34,FALSE,"Travel_Rarely",1480,"Sales",4,3,"Life Sciences",1,1882,3,"Male",64,3,3,"Sales Executive",4,"Married",9713,24444,2,TRUE,TRUE,13,3,4,80,3,9,3,3,5,3,1,0,25,4,6.70330063912759,0.00130592598437623,0.00130592598437623,0.00130592598437623,0.0179394006417639,0.0565665733038336,0.0949716540628516,0.10483418697422,0.10483418697422,0.109037941552975
29,FALSE,"Travel_Rarely",592,"Research & Development",7,3,"Life Sciences",1,1883,4,"Male",59,3,1,"Laboratory Technician",1,"Single",2062,19384,3,TRUE,FALSE,14,3,2,80,0,11,2,3,3,2,1,2,18,8,14.1292992528747,0.0222053927348525,0.0222053927348525,0.0222053927348525,0.0853344652594224,0.0888094804403199,0.092419129563127,0.100601780245778,0.100601780245778,0.151964264983262
37,FALSE,"Travel_Rarely",783,"Research & Development",7,4,"Medical",1,1885,4,"Male",78,3,2,"Research Scientist",1,"Married",4284,13588,5,TRUE,TRUE,22,4,3,80,1,16,2,3,5,3,0,4,21,11,10.1504792325033,0.00167946127946128,0.00167946127946128,0.00167946127946128,0.0041876157348774,0.00715127823561084,0.0145348405669993,0.0230977152418675,0.0230977152418675,0.0250560485752008
35,FALSE,"Travel_Rarely",219,"Research & Development",16,2,"Other",1,1886,4,"Female",44,2,2,"Manufacturing Director",2,"Married",4788,25388,0,TRUE,TRUE,11,3,4,80,0,4,2,3,3,2,0,2,31,1,3.82879137800098,0.0122331419754581,0.0122331419754581,0.0122331419754581,0.0245656368557791,0.0304750114233993,0.0318678685662564,0.0346357257091136,0.0346357257091136,0.038524937804208
45,FALSE,"Travel_Rarely",556,"Research & Development",25,2,"Life Sciences",1,1888,2,"Female",93,2,2,"Manufacturing Director",4,"Married",5906,23888,0,TRUE,FALSE,13,3,4,80,2,10,2,2,9,8,3,8,35,1,0.959311402639871,0,0,0,0.00171612606395215,0.00529164941338854,0.0067440303657695,0.00832050095400479,0.00832050095400479,0.0207779740364779
36,FALSE,"Travel_Frequently",1213,"Human Resources",2,1,"Human Resources",1,1890,2,"Male",94,2,2,"Human Resources",4,"Single",3886,4223,1,TRUE,FALSE,21,4,4,80,0,10,2,2,10,1,0,8,26,0,13.8204473797302,0.000476190476190476,0.000476190476190476,0.000476190476190476,0.013365531496297,0.0262505860552646,0.0364481563149058,0.0529799636309203,0.0529799636309203,0.0621727846987413
40,FALSE,"Travel_Rarely",1137,"Research & Development",1,4,"Life Sciences",1,1892,1,"Male",98,3,4,"Manager",1,"Divorced",16823,18991,2,TRUE,FALSE,11,3,1,80,1,22,3,3,19,7,11,16,18,3,0.287912433444168,0,0,0,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107
26,FALSE,"Travel_Rarely",482,"Research & Development",1,2,"Life Sciences",1,1893,2,"Female",90,2,1,"Research Scientist",3,"Married",2933,14908,1,TRUE,TRUE,13,3,3,80,1,1,3,2,1,0,1,0,25,0,10.1504792325033,0.0217112360384452,0.0217112360384452,0.0217112360384452,0.0730471472116804,0.113059516158075,0.147224966291017,0.155664701993911,0.155664701993911,0.222770063136037
27,FALSE,"Travel_Rarely",511,"Sales",2,2,"Medical",1,1898,1,"Female",89,4,2,"Sales Executive",3,"Single",6500,26997,0,TRUE,FALSE,14,3,2,80,0,9,5,2,8,7,0,7,18,1,6.43556510954931,0.0310015412827645,0.0310015412827644,0.0310015412827644,0.0592063708212973,0.0950774802507264,0.137427396244605,0.221091082188864,0.221091082188864,0.277239529931352
48,FALSE,"Travel_Frequently",117,"Research & Development",22,3,"Medical",1,1900,4,"Female",58,3,4,"Manager",4,"Divorced",17174,2437,3,TRUE,FALSE,11,3,2,80,1,24,3,3,22,17,4,7,24,2,0.287912433444168,0,0,0,0,0,0,0,0,0.00219298245614035
44,FALSE,"Travel_Rarely",170,"Research & Development",1,4,"Life Sciences",1,1903,2,"Male",78,4,2,"Healthcare Representative",1,"Married",5033,9364,2,TRUE,FALSE,15,3,4,80,1,10,5,3,2,0,2,2,34,8,1.15229827607796,0,0,0,0.00752589167960012,0.0122729964267049,0.0129872821409906,0.0134872821409906,0.0134872821409906,0.017431726585435
34,TRUE,"Non-Travel",967,"Research & Development",16,4,"Technical Degree",1,1905,4,"Male",85,1,1,"Research Scientist",1,"Married",2307,14460,1,TRUE,TRUE,23,4,2,80,1,5,2,3,5,2,3,0,29,0,10.1504792325033,0.032735429005444,0.032735429005444,0.032735429005444,0.166547332567099,0.239970327776448,0.348064229488771,0.388802582638889,0.388802582638889,0.624052346763653
56,TRUE,"Travel_Rarely",1162,"Research & Development",24,2,"Life Sciences",1,1907,1,"Male",97,3,1,"Laboratory Technician",4,"Single",2587,10261,1,TRUE,FALSE,16,3,4,80,0,5,3,3,4,2,1,0,51,1,14.1292992528747,0.0182862292420428,0.0182862292420428,0.0182862292420428,0.149295481701714,0.227703404532237,0.284919013269905,0.384506725394382,0.384506725394382,0.43296246410012
36,FALSE,"Travel_Rarely",335,"Sales",17,2,"Marketing",1,1908,3,"Male",33,2,2,"Sales Executive",2,"Married",5507,16822,2,TRUE,FALSE,16,3,3,80,2,12,1,1,4,2,1,3,24,8,2.52764968198292,0,0,0,0.00807407692291257,0.0107660997149354,0.0329028369457128,0.0397445459613349,0.0397445459613349,0.063147837114626
41,FALSE,"Travel_Rarely",337,"Sales",8,3,"Marketing",1,1909,3,"Female",54,3,2,"Sales Executive",2,"Married",4393,26841,5,TRUE,FALSE,21,4,3,80,1,14,3,3,5,4,1,4,27,9,2.89663413104851,0,0,0,0.00656866363770389,0.00923856040760066,0.0107945551375084,0.0144572535502068,0.0144572535502068,0.0194957150886684
42,FALSE,"Travel_Rarely",1396,"Research & Development",6,3,"Medical",1,1911,3,"Male",83,3,3,"Research Director",1,"Married",13348,14842,9,TRUE,FALSE,13,3,2,80,1,18,3,4,13,7,5,7,24,5,0.182314836703639,0,0,0,0.000801282051282051,0.000801282051282051,0.00248148590539895,0.00248148590539895,0.00248148590539895,0.00325071667462972
31,FALSE,"Travel_Rarely",1079,"Sales",10,2,"Medical",1,1912,3,"Female",86,3,2,"Sales Executive",4,"Divorced",6583,20115,2,TRUE,TRUE,11,3,4,80,1,8,2,3,5,2,1,4,23,3,7.42969380975505,0.00367351963607365,0.00367351963607365,0.00367351963607365,0.00482350020134657,0.0176156198103032,0.0268157213380262,0.0572135063942377,0.0572135063942377,0.0589813635370948
34,FALSE,"Travel_Rarely",735,"Sales",3,1,"Medical",1,1915,4,"Female",75,2,2,"Sales Executive",4,"Married",8103,16495,3,TRUE,TRUE,12,3,3,80,0,9,3,2,4,2,0,1,25,5,10.0883230224839,0.0305373306325264,0.0305373306325264,0.0305373306325264,0.0537545768239145,0.115943117606284,0.120794543957711,0.142264269839508,0.142264269839508,0.177629781920493
31,FALSE,"Travel_Rarely",471,"Research & Development",4,3,"Medical",1,1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",3978,16031,8,TRUE,FALSE,12,3,2,80,1,4,0,2,2,2,2,2,27,2,5.36730500869338,0.00492415083944319,0.00492415083944319,0.00492415083944319,0.0675115220279497,0.143380905936319,0.167144574843951,0.229223874629133,0.229223874629133,0.260623558278817
26,FALSE,"Travel_Frequently",1096,"Research & Development",6,3,"Other",1,1918,3,"Male",61,4,1,"Laboratory Technician",4,"Married",2544,7102,0,TRUE,FALSE,18,3,1,80,1,8,3,3,7,7,7,7,18,1,6.35956746097491,0.00094017094017094,0.00094017094017094,0.00094017094017094,0.01146531151902,0.0262529849354018,0.0277529849354018,0.0355929170620987,0.0355929170620987,0.0363621478313294
45,FALSE,"Travel_Frequently",1297,"Research & Development",1,4,"Medical",1,1922,2,"Male",44,3,2,"Healthcare Representative",3,"Single",5399,14511,4,TRUE,FALSE,12,3,3,80,0,12,3,3,4,2,0,3,33,8,2.56010605614069,0,0,0,0.0196160991387016,0.0249747623330426,0.0259358607312119,0.0350164827235986,0.0350164827235986,0.0350164827235986
33,FALSE,"Travel_Rarely",217,"Sales",10,4,"Marketing",1,1924,2,"Male",43,3,2,"Sales Executive",3,"Single",5487,10410,1,TRUE,FALSE,14,3,2,80,0,10,2,2,10,4,0,9,23,0,6.43556510954931,0.00143728887435981,0.00143728887435981,0.00143728887435981,0.00811909356204685,0.0259352332336938,0.0345791998908184,0.0745664257757156,0.0745664257757156,0.0820735842519142
29,TRUE,"Travel_Frequently",746,"Sales",24,3,"Technical Degree",1,1928,3,"Male",45,4,1,"Sales Representative",1,"Single",1091,10642,1,TRUE,FALSE,17,3,4,80,0,1,3,3,1,0,0,0,28,0,29.0558903534739,0.0708581946276497,0.0708581946276497,0.0708581946276497,0.605065134885186,0.623606105739237,0.653204396337528,0.669565868199,0.669565868199,0.749065868199
39,FALSE,"Non-Travel",1251,"Sales",21,4,"Life Sciences",1,1929,1,"Female",32,1,2,"Sales Executive",3,"Married",5736,3987,6,TRUE,FALSE,19,3,3,80,1,10,1,3,3,2,1,2,29,7,2.89663413104851,0.00197990157990158,0.00197990157990158,0.00197990157990158,0.0218806384694688,0.0324289908777183,0.0379772938819036,0.0448351331100989,0.0448351331100989,0.0462160854910513
27,FALSE,"Travel_Rarely",1354,"Research & Development",2,4,"Technical Degree",1,1931,2,"Male",41,3,1,"Research Scientist",2,"Married",2226,6073,1,TRUE,FALSE,11,3,3,80,1,6,3,2,5,3,1,2,21,1,3.33993466752718,0.00154679802955665,0.00154679802955665,0.00154679802955665,0.0279716531852942,0.0603830048199295,0.0603830048199295,0.0613830048199295,0.0613830048199295,0.0648830048199295
34,FALSE,"Travel_Frequently",735,"Research & Development",22,4,"Other",1,1932,3,"Male",86,2,2,"Research Scientist",4,"Married",5747,26496,1,TRUE,TRUE,15,3,2,80,0,16,3,3,15,10,6,11,18,1,11.6322387556104,0.00537896380092782,0.00537896380092782,0.00537896380092782,0.0149424423497571,0.0213756959319237,0.0227014535076813,0.0254499915193772,0.0254499915193772,0.0311861026304883
47,FALSE,"Non-Travel",1169,"Research & Development",14,4,"Technical Degree",1,1934,3,"Male",64,3,2,"Research Scientist",2,"Married",5467,2125,8,TRUE,FALSE,18,3,3,80,1,16,4,4,8,7,1,7,31,8,3.33993466752718,0,0,0,0.00151556776556777,0.00151556776556777,0.00290084915084915,0.00290084915084915,0.00290084915084915,0.00367007992007992
56,FALSE,"Travel_Rarely",1443,"Sales",11,5,"Marketing",1,1935,4,"Female",89,2,2,"Sales Executive",1,"Married",5380,20328,4,TRUE,FALSE,16,3,3,80,1,6,3,3,0,0,0,0,50,6,2.89663413104851,0,0,0,0.000854545454545455,0.000854545454545455,0.00178528138528139,0.00458937495253285,0.00458937495253285,0.00458937495253285
39,FALSE,"Travel_Rarely",867,"Research & Development",9,2,"Medical",1,1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",5151,12315,1,TRUE,FALSE,25,4,4,80,1,10,3,3,10,0,7,9,29,0,1.09935097849903,0.00037037037037037,0.00037037037037037,0.00037037037037037,0.013052612135264,0.0160298538506636,0.0183296374004472,0.0266307600823748,0.0266307600823748,0.0341698321214468
38,FALSE,"Travel_Frequently",1394,"Research & Development",8,3,"Medical",1,1937,4,"Female",58,2,2,"Research Scientist",2,"Divorced",2133,18115,1,TRUE,TRUE,16,3,3,80,1,20,3,3,20,11,0,7,18,0,8.56673325026749,0.00959938061272394,0.00959938061272394,0.00959938061272394,0.0548450717959398,0.0780152685410591,0.111920330870034,0.126750069543813,0.126750069543813,0.185636974305718
58,FALSE,"Travel_Rarely",605,"Sales",21,3,"Life Sciences",1,1938,4,"Female",72,3,4,"Manager",4,"Married",17875,11761,4,TRUE,TRUE,13,3,3,80,1,29,2,2,1,0,0,0,29,28,1.03676493060099,0,0,0,0.00161519795657727,0.00300236151765387,0.00682670792288263,0.0107190367842517,0.0107190367842517,0.026488334121425
32,TRUE,"Travel_Frequently",238,"Research & Development",5,2,"Life Sciences",1,1939,1,"Female",47,4,1,"Research Scientist",3,"Single",2432,15318,3,TRUE,TRUE,14,3,1,80,0,8,2,3,4,1,0,3,24,4,22.5517159014684,0.0358887813593228,0.0358887813593228,0.0358887813593228,0.202896291890905,0.304779126295624,0.444424581846265,0.604960459367437,0.604960459367437,0.888726332383309
49,FALSE,"Travel_Frequently",1064,"Research & Development",2,1,"Life Sciences",1,1941,2,"Male",42,3,5,"Research Director",4,"Married",19161,13738,3,TRUE,FALSE,15,3,4,80,0,28,3,3,5,4,4,3,21,23,0.208929023019521,0,0,0,0.00321598793363499,0.004226088943736,0.004226088943736,0.004226088943736,0.004226088943736,0.00461070432835139
42,FALSE,"Travel_Rarely",419,"Sales",12,4,"Marketing",1,1943,2,"Male",77,3,2,"Sales Executive",4,"Divorced",5087,2900,3,TRUE,TRUE,12,3,3,80,2,14,4,3,0,0,0,0,28,14,6.48327070172995,0.00378017250108902,0.00378017250108902,0.00378017250108902,0.0155153271186605,0.0910140498038215,0.112656751943966,0.157909374298056,0.157909374298056,0.173228952380792
27,TRUE,"Travel_Frequently",1337,"Human Resources",22,3,"Human Resources",1,1944,1,"Female",58,2,1,"Human Resources",2,"Married",2863,19555,1,TRUE,FALSE,12,3,1,80,0,1,2,3,1,0,0,0,26,0,7.12862579205799,0.0158278836350423,0.0158278836350423,0.0158278836350423,0.214849572654308,0.318796874999366,0.396172832761934,0.466657907327891,0.466657907327891,0.543622914542898
35,FALSE,"Travel_Rarely",682,"Sales",18,4,"Medical",1,1945,2,"Male",71,3,2,"Sales Executive",1,"Married",5561,15975,0,TRUE,FALSE,16,3,4,80,1,6,2,1,5,3,0,4,29,1,2.89663413104851,0,0,0,0.00885358002850263,0.0123824045051532,0.0412236871904761,0.0471642973049993,0.0471642973049993,0.0709527588434608
31,FALSE,"Non-Travel",976,"Research & Development",3,2,"Medical",1,1948,3,"Male",48,3,1,"Research Scientist",1,"Divorced",3065,3995,1,TRUE,TRUE,13,3,4,80,1,4,3,4,4,2,2,3,27,0,8.56673325026749,0.024102002581092,0.024102002581092,0.024102002581092,0.0896546816764216,0.131013460503972,0.15797576655877,0.165165252511414,0.165165252511414,0.22873878437171
